نام محصول,برند,کد محصول,قیمت نقد,گروه اصلی,دسته‌بندی,زیرمجموعه,توضیحات,عکس,تصاویر بیشتر,ویدیو,مدل سه‌بعدی
Nokia 108 FA مونتاژ ایران تحت لیسانس نوکیا مشکی,نوکیا,1101324904,,کالای دیجیتال,موبایل,,گوشی ساده نوکیا با کاربری آسان و طراحی جمع‌وجور؛ مناسب تماس، پیامک و استفاده روزمره.,https://drive.google.com/file/d/1Ac829ngtWfTWTjojbOQAHWKZb1WTwSxD/view?usp=drivesdk,,,
Galaxy A17 128GB RAM 6GB Vietnam خاکستری,سامسونگ,1107864137,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
لپ تاپ 15.6 اینچی ایسوس مدل Asus X1504VA BQ4675 i3 1315U 16GB DDR4 512GB SSD WV کاستوم رنگ سرمه ای,ایسوس,1107966848,,کالای دیجیتال,لپ تاپ,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل Asus X1504VA BQ4675 i3 1315U 8GB DDR4 512GB SSD WV رنگ سرمه ای,ایسوس,1102857280,,کالای دیجیتال,لپ تاپ,,,,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 4G SM-X135 64GB RAM 4GB رنگ خاکستری,سامسونگ,1105217525,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 4G SM-X135 128GB RAM 8GB خاکستری,سامسونگ,1101411457,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 4G SM-X135 128GB RAM 8GB نقره ای,سامسونگ,1109666891,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
کنسول بازی سونی مدل Sony Play Station 5 Slim Disk (Standard) CFI 2116 EU اروپا سفید,سونی,1106544242,,کالای دیجیتال,کنسول بازی,کنسول,,,,,
هندزفری بلوتوثی اپل مدل Airpods Pro 3 سفید,اپل,1001687,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هندزفری بلوتوثی اپل؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/12v9qp77BjpAeVPhlku3WUqOSajCQp5IS/view?usp=drivesdk,,,
هندزفری بلوتوثی اپل مدل AirPods 4 (ANC) سفید,اپل,1000343,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هندزفری بلوتوثی اپل؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/1YJGI_PaW-9OxiD2_V3fJfN0T4O38pW-a/view?usp=drivesdk,,,
هندزفری بلوتوثی اپل مدل AirPods 4 سفید,اپل,1000345,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هندزفری بلوتوثی اپل؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/1YJGI_PaW-9OxiD2_V3fJfN0T4O38pW-a/view?usp=drivesdk,,,
Apple iPhone 15 128/8GB CH/A - Not Active مشکی,اپل,1001634,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 15 128/8GB CH/A - Not Active آبی,اپل,1001635,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 15 128/8GB CH/A - Not Active صورتی,اپل,1001636,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 17 Pro Max 256GB ZA/A Non Active آبی,اپل,1001527,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/10vw8R8QOfS2b9wkdEsLx_95wajyDL4Bg/view?usp=drivesdk,,,
Apple iPhone 17 Pro Max 256GB ZA/A Non Active نارنجی,اپل,1001526,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/10vw8R8QOfS2b9wkdEsLx_95wajyDL4Bg/view?usp=drivesdk,,,
Apple iPhone 17 Pro Max 256GB ZA/A Non Active نقره ای,اپل,1001525,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/10vw8R8QOfS2b9wkdEsLx_95wajyDL4Bg/view?usp=drivesdk,,,
Apple iPhone 16 128/8GB CH/A - Not Active مشکی,اپل,1000222,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 128/8GB CH/A - Not Active آبی,اپل,1000223,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 128/8GB CH/A - Not Active صورتی,اپل,1000224,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 128/8GB CH/A - Not Active سفید,اپل,1000225,,کالای دیجیتال,موبایل,,,,,,
iPhone 14 128GB Ch Non Active مشکی,اپل,1001237,,کالای دیجیتال,موبایل,,,,,,
iPhone 14 128GB Ch Non Active سفید,اپل,1001236,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 Pro 256/8GB ZA/A - Not Active مشکی تیتانیوم,اپل,1000227,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 Pro 256/8GB ZA/A - Not Active سفید تیتانیوم,اپل,1000228,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 Pro 256/8GB ZA/A - Not Active نچرال تیتانیوم,اپل,1000229,,کالای دیجیتال,موبایل,,,,,,
Apple iPhone 16 Pro 256/8GB ZA/A - Not Active صحرایی تیتانیوم,اپل,1000230,,کالای دیجیتال,موبایل,,,,,,
هندزفری بلوتوثی اپل مدل AirPods Pro 2nd Generation 2023 Type-C سفید,اپل,1000341,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هندزفری بلوتوثی اپل؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/1Phw-Sy8OFy_Qqu1HZjSG8ZeZqPJiccFM/view?usp=drivesdk,,,
شارژر دیواری 20 وات اپل سه پین مدل A2344 سفید,اپل,1000674,,کالای دیجیتال,شارژر,شارژر دیواری,شارژر دیواری اپل با توان 20 وات؛ مناسب شارژ روزمره دستگاه‌های سازگار.,https://drive.google.com/file/d/1p-VsKGPmCNO-vrisdabdXifBIGQ2nu4N/view?usp=drivesdk,,,
شارژر دیواری 20 وات اپل سه پین مدل A2344 سفید ا,اپل,1000374,,کالای دیجیتال,شارژر,شارژر دیواری,,https://drive.google.com/file/d/1p-VsKGPmCNO-vrisdabdXifBIGQ2nu4N/view?usp=drivesdk,,,
هندزفری بلوتوثی اپل مدل Airpods2 (New Generation) سفید,اپل,1001308,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
Apple iPhone 16 Pro Max 256/8GB ZA/A - Not Active مشکی تیتانیوم,اپل,1000242,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1EWxBXDQITsyRL96JLd5OxN_ZupZz7hJd/view?usp=drivesdk,,,
ساعت هوشمند اپل مدل Apple Watch Series 10 46mm مشکی,اپل,1001764,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
ساعت هوشمند اپل مدل Apple Watch Series SE Gen2 40mm مشکی,اپل,1001766,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
ساعت هوشمند اپل مدل Apple Watch Series SE Gen2 44mm مشکی,اپل,1001768,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
Apple iPhone 17 256/8GB CH/A - Not Active مشکی,اپل,1001674,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
Apple iPhone 17 256/8GB CH/A - Not Active سفید,اپل,1001675,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
Apple iPhone 17 256/8GB CH/A - Not Active سبز,اپل,1001677,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
Apple iPhone 17 256/8GB CH/A - Not Active بنفش,اپل,1001678,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
Apple iPhone 17 256/8GB CH/A - Not Active آبی,اپل,1001676,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
Apple iPhone 16 Pro Max 256/8GB ZA/A - Not Active نچرال تیتانیوم,اپل,1000240,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1EWxBXDQITsyRL96JLd5OxN_ZupZz7hJd/view?usp=drivesdk,,,
HMD Pulse Plus 128GB RAM 6GB تحت لیسانس فنلاند_ سرمه ای + قاب,اچ ام دی,1001323,,کالای دیجیتال,موبایل,,,,,,
جارو برقی رباتیک اکووکس مدل Ecovacs Deebot X8 Pro Omni Robot سفید,اکووکس,1001377,,گجت خانگی,گجت خانگی,جارو رباتیک,,,,,
"پاوربانک انکر مدل A1657H11 Anker Nano Power Bank 30W, Built-In USB-C Cable مشکی",انکر,1001151,,کالای دیجیتال,شارژر,پاوربانک,,,,,
هدفون بلوتوثی انکر مدل A3012H11 Anker SoundCore H30i مشکی,انکر,1000701,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر Anker A3948Z11 Soundcore A25i مشکی,انکر,1001239,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر Anker A3958H11 SoundCore A30i مشکی,انکر,1001243,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر مدل R50i مشکی,انکر,1000282,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هندزفری بلوتوثی انکر؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/19rgz3xOZu8ynXTC97O8Qj0o7dvW1-tsA/view?usp=drivesdk,,,
هندزفری بلوتوثی انکر مدل A3954H11 Anker SoundCore Liberty 4 Pro مشکی,انکر,1000582,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
شارژر دیواری انکر Anker Nano Charger 100W with AKSD 6ft 5A c-c cable B2679 مشکی,انکر,1001262,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
شارژر دیواری انکر مدل A2698K11 Anker Charger(30W) مشکی,انکر,1001153,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
شارژر دیواری انکر مدل A2698K11 Anker Charger(30W) سفید,انکر,1001258,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
هندزفری بلوتوثی انکر مدل K20i مشکی,انکر,1000286,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر مدل R50i سفید,انکر,1000281,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,https://drive.google.com/file/d/19rgz3xOZu8ynXTC97O8Qj0o7dvW1-tsA/view?usp=drivesdk,,,
هندزفری بلوتوثی انکر Anker A3947H21 SoundCore Liberty 4 NC مشکی,انکر,1001295,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر Anker A3947H21 SoundCore Liberty 4 NC سفید,انکر,1001245,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر مدلAnker SoundCore Liberty 5 A3957 مشکی,انکر,1001298,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی انکر مدل Anker SoundCore C40i A3331 مشکی,انکر,1001510,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
Honor X6C 128GB RAM 6GB سفید,آنر,1001877,,کالای دیجیتال,موبایل,,گوشی Honor X6C از برند آنر با حافظه داخلی 128 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1J4ff-uulkZXJyJR_qgEEIyqku2e9u3Ak/view?usp=drivesdk,,,
Honor X6C 128GB RAM 6GB آبی فیروزه ای,آنر,1001878,,کالای دیجیتال,موبایل,,گوشی Honor X6C از برند آنر با حافظه داخلی 128 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1J4ff-uulkZXJyJR_qgEEIyqku2e9u3Ak/view?usp=drivesdk,,,
Honor X6C 256GB RAM 6GB مشکی,آنر,1001880,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1J4ff-uulkZXJyJR_qgEEIyqku2e9u3Ak/view?usp=drivesdk,,,
Honor X6C 256GB RAM 6GB سفید,آنر,1001881,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1J4ff-uulkZXJyJR_qgEEIyqku2e9u3Ak/view?usp=drivesdk,,,
Honor X6C 256GB RAM 6GB آبی فیروزه ای,آنر,1001882,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1J4ff-uulkZXJyJR_qgEEIyqku2e9u3Ak/view?usp=drivesdk,,,
Honor X7d 256GB RAM 8GB مشکی,آنر,1001884,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1tv6GOEuefk4bMNz5P7pKVu3-UUaT27Rx/view?usp=drive_link,,,
Honor X7d 256GB RAM 8GB نقره ای,آنر,1001885,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1tv6GOEuefk4bMNz5P7pKVu3-UUaT27Rx/view?usp=drive_link,,,
Honor X7d 256GB RAM 8GB طلایی,آنر,1001886,,کالای دیجیتال,موبایل,,,,,,
Honor X9d 256GB RAM 12GB مشکی,آنر,1001888,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/15yozY_p1KlO8T18QBWbH6UoJxCLl0IP8/view?usp=drivesdk,,,
Honor X9d 256GB RAM 12GB طلایی,آنر,1001889,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/15yozY_p1KlO8T18QBWbH6UoJxCLl0IP8/view?usp=drivesdk,,,
Honor X9d 256GB RAM 12GB عنابی,آنر,1001891,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/15yozY_p1KlO8T18QBWbH6UoJxCLl0IP8/view?usp=drivesdk,,,
Honor X9d 256GB RAM 12GB سبز,آنر,1001890,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/15yozY_p1KlO8T18QBWbH6UoJxCLl0IP8/view?usp=drivesdk,,,
Honor 400 512GB RAM 12GB نقره ای,آنر,1001895,,کالای دیجیتال,موبایل,,گوشی Honor 400 از برند آنر با حافظه داخلی 512 گیگابایت و رم 12 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1_1fDEx2NtkwKn8a3zQgYcW81xfhTu_Ra/view?usp=drivesdk,,,
Honor 400 512GB RAM 12GB آبی آسمانی,آنر,1001896,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1_1fDEx2NtkwKn8a3zQgYcW81xfhTu_Ra/view?usp=drivesdk,,,
Honor 400 256GB RAM 12GB طلایی,آنر,1001893,,کالای دیجیتال,موبایل,,گوشی Honor 400 از برند آنر با حافظه داخلی 256 گیگابایت و رم 12 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1_1fDEx2NtkwKn8a3zQgYcW81xfhTu_Ra/view?usp=drivesdk,,,
پاوربانک 67 وات بیسوس مدل EnerCore CR11 ظرفیت 20000 میلی‌آمپرساعت مشکی,بیسوس,1001725,,کالای دیجیتال,شارژر,پاوربانک,پاوربانک بیسوس با ظرفیت 20000 میلی‌آمپرساعت و توان 67 وات؛ مناسب شارژ همراه دستگاه‌های سازگار.,https://drive.google.com/file/d/1cIUfjoh9z0aGS4Dj52Z3RQuG98mchEpV/view?usp=drivesdk,,,
پاوربانک بیسوس مدل EnterGeek GP12 145w ظرفیت 20800 میلی آمپر ساعت خاکستری,بیسوس,1001711,,کالای دیجیتال,شارژر,پاوربانک,پاوربانک بیسوس با ظرفیت 20800 میلی‌آمپرساعت؛ مناسب شارژ همراه دستگاه‌های سازگار.,https://drive.google.com/file/d/1dJGrLR8-QS4I2g5JCf7SgbrtAr6ZOm8T/view?usp=drivesdk,,,
پاوربانک 22 وات بیسوس مدل EnerFill FC51 Bipow 2 Pro ظرفیت 30000 میلی‌آمپرساعت مشکی,بیسوس,1001717,,کالای دیجیتال,شارژر,پاوربانک,پاوربانک بیسوس با ظرفیت 30000 میلی‌آمپرساعت و توان 22 وات؛ مناسب شارژ همراه دستگاه‌های سازگار.,https://drive.google.com/file/d/1gINGnmNrvRmLqYEiB9NGxGjU45_fbDdE/view?usp=drivesdk,,,
پاوربانک 45 وات بیسوس مدل EnerFill FC31 Qpow 3 ظرفیت 20000 میلی‌آمپرساعت مشکی,بیسوس,1001713,,کالای دیجیتال,شارژر,پاوربانک,,,,,
کابل شارژ سریع بیسوس USB-C به USB-C مدل Dura با توان 240 وات و طول 1 متر مشکی/طلایی,بیسوس,1001723,,کالای دیجیتال,اکسسوری,کابل و تبدیل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL PartyBox 520 مشکی,جی بی ال,1001619,,کالای دیجیتال,اسپیکر,پارتی‌باکس,اسپیکر بلوتوثی قابل‌حمل جی بی ال؛ مناسب پخش موسیقی، مهمانی و دورهمی با اتصال بی‌سیم.,https://drive.google.com/file/d/10BIP0fYBZIiQ2Xfj7Xoh3EVkqci7kp_e/view,https://drive.google.com/open?id=13BO0iE7WizilDm3kHJ9JeyJpKUbsV4G1|https://drive.google.com/open?id=1RDegl5BY5grcABygQ6zoaCFWN0qM58hI|https://drive.google.com/open?id=1hE_agVb5Xfw-7K_I-_-6bwtVTsi7-3Ms,https://drive.google.com/file/d/1B0jGnzpsf7so8TBpi9w8tXAOgGL9w7A3/view,https://drive.google.com/file/d/1FNYJPnjSpC1j12lCnUUwQKXsGGMH1uzC/view
اسپیکر بلوتوثی قابل حمل پارتی باکس جی بی ال مدل JBL Party Box Stage 320 سفید,جی بی ال,1001333,,کالای دیجیتال,اسپیکر,پارتی‌باکس,,https://drive.google.com/file/d/1oo7U0j39aHJZfMnPtRKQzMqC7pMQIp5o/view?usp=drivesdk,,,
اسپیکر بلوتوثی قابل حمل پارتی باکس جی بی ال مدل JBL Party Box Stage 320 مشکی,جی بی ال,1001201,,کالای دیجیتال,اسپیکر,پارتی‌باکس,اسپیکر بلوتوثی قابل‌حمل جی بی ال؛ مناسب پخش موسیقی، مهمانی و دورهمی با اتصال بی‌سیم.,https://drive.google.com/file/d/1oo7U0j39aHJZfMnPtRKQzMqC7pMQIp5o/view?usp=drivesdk,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Party Box Club 120 مشکی,جی بی ال,1001199,,کالای دیجیتال,اسپیکر,پارتی‌باکس,اسپیکر بلوتوثی قابل‌حمل جی بی ال؛ مناسب پخش موسیقی، مهمانی و دورهمی با اتصال بی‌سیم.,https://drive.google.com/file/d/1DVOyw2PQGdb_tb7bqxduZP9I7brFkYfo/view?usp=drivesdk,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Party Box Club 120 سفید,جی بی ال,1001334,,کالای دیجیتال,اسپیکر,پارتی‌باکس,,https://drive.google.com/file/d/1DVOyw2PQGdb_tb7bqxduZP9I7brFkYfo/view?usp=drivesdk,,,
اسپیکر بلوتوثی جی بی ال مدل JBL Charge Essential 2 مشکی,جی بی ال,1001197,,کالای دیجیتال,اسپیکر,سایر اسپیکرها,,,,,
اسپیکر بلوتوثی جی بی ال مدل JBL Go 4 قابل حمل ارتشی,جی بی ال,1001169,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی جی بی ال مدل JBL Go 4 قابل حمل مشکی,جی بی ال,1001164,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 5 ارتشی,جی بی ال,1001191,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Clip 5 مشکی,جی بی ال,1001172,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر جی بی ال مدل JBL Xtreme 4 مشکی,جی بی ال,1001193,,کالای دیجیتال,اسپیکر,سایر اسپیکرها,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 5 سبز,جی بی ال,1001187,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 5 آبی,جی بی ال,1001186,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 5 خاکستری,جی بی ال,1001188,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Clip 5 آبی,جی بی ال,1001173,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Clip 5 سفید,جی بی ال,1001178,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 5 قرمز,جی بی ال,1001190,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 5 صورتی,جی بی ال,1001189,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Flip 6 ارتشی,جی بی ال,1001183,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Flip 6 قرمز,جی بی ال,1001182,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Flip 6 مشکی,جی بی ال,1001180,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 آبی,جی بی ال,1001351,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 بنفش,جی بی ال,1001350,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 سبز ارتشی,جی بی ال,1001345,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 سفید,جی بی ال,1001352,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 صورتی,جی بی ال,1001349,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 مشکی,جی بی ال,1001347,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 قرمز,جی بی ال,1001346,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل Party Box Encore 2 به همراه میکروفون مشکی,جی بی ال,1001354,,کالای دیجیتال,اسپیکر,پارتی‌باکس,,,,,
اسپیکر بلوتوثی قابل حمل جی بی ال مدل JBL Charge 6 خاکی,جی بی ال,1001348,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
Daria Bond 256GB RAM8GB مشکی,داریا باند,1000791,,کالای دیجیتال,موبایل,,,,,,
هوا پز درما مدل Deerma Electric Oven Air Fryer Kz120W ظرفیت 7.5لیتر مشکی,درما,1001685,,گجت خانگی,گجت خانگی,هواپز و سرخ‌کن,هواپز درما با ظرفیت 7.5 لیتر؛ مناسب پخت روزمره غذا با استفاده کمتر از روغن.,https://drive.google.com/file/d/1tyNvbBrxz67gSXOnJ9Le6LTVFsgxYmVD/view?usp=drivesdk,,,
جارو رباتیک درما مدل X70 مشکی,شیائومی,1001652,,گجت خانگی,گجت خانگی,جارو رباتیک,,,,,
جارو برقی رباتیک دریم مدل Dreame Robot Vacuum Cleaner L10s Pro Gen2 سفید,شیائومی,1001375,,گجت خانگی,گجت خانگی,جارو رباتیک,,,,,
جاروشارژی و زمین شوی روبوراک مدل Rocorock Dyad Air EU(WD2H2A) سفید,روبوراک,1001395,,گجت خانگی,گجت خانگی,جارو شارژی,,,,,
Realme Note 50 128GB RAM 4GB مشکی,ریلمی,1000649,,کالای دیجیتال,موبایل,,,,,,
Realme Note 50 128GB RAM 4GB آبی,ریلمی,1000648,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 FE 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1001459,,کالای دیجیتال,موبایل,,گوشی Galaxy S25 FE 5G از برند سامسونگ با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/118KcHD1WtzjW6wQqFE8QLvGc5dTu-Pxo/view?usp=drivesdk,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1000780,,کالای دیجیتال,موبایل,,گوشی Galaxy A56 5G از برند سامسونگ با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 4GB Vietnam مشکی,سامسونگ,1000124,,کالای دیجیتال,موبایل,,گوشی Galaxy A16 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 4 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
ساعت هوشمند سامسونگ مدل Galaxy Fit3 خاکستری,سامسونگ,1001735,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
ساعت هوشمند سامسونگ مدل Galaxy Fit3 نقره ای,سامسونگ,1001732,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds3 Pro سفید,سامسونگ,1000310,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds Core مشکی,سامسونگ,1001625,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
Galaxy A05s 128GB RAM 4GB مشکی,سامسونگ,1000170,,کالای دیجیتال,موبایل,,,,,,
Galaxy A05s 128GB RAM 6GB مشکی,سامسونگ,1000016,,کالای دیجیتال,موبایل,,,,,,
Galaxy A05S 64GB RAM 4GB مشکی,سامسونگ,1000017,,کالای دیجیتال,موبایل,,,,,,
Galaxy A05S 64GB RAM 4GB نقره ای,سامسونگ,1000008,,کالای دیجیتال,موبایل,,,,,,
Galaxy A06 128GB RAM 4GB مشکی,سامسونگ,1000041,,کالای دیجیتال,موبایل,,,,,,
Galaxy A06 128GB RAM 6GB مشکی,سامسونگ,1000107,,کالای دیجیتال,موبایل,,,,,,
Galaxy A16 256GB RAM 8GB Vietnam مشکی,سامسونگ,1001062,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
